"Row.names"	"logFC"	"logCPM"	"PValue"	"FDR"	"SGN_annotation"	"AGI"	"symbol"	"gene_name"	"X..identity"	"alignment.length"	"e.value"	"bit.score"	"percent.query.align"
"Solyc08g081100.2.1"	-2.0250243561825	5.8594600778957	0.00085295284325131	0.0195600226678626	"Kinesin-like protein 73641-79546 (AHRD V1 *-*- Q9CAC9_ARATH)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g017750.2.1"	2.61306585222246	4.67776880628662	0.000860065188165651	0.0196934203627569	"Pathogen-induced calmodulin-binding protein (Fragment) (AHRD V1 *--- Q8H6W8_PHAVU); contains Interpro domain(s)  IPR012417  Calmodulin-binding, plant "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc12g087940.1.1"	2.21377953213828	8.34507260786205	0.000865652680530142	0.0197915539169628	"Aspartic proteinase nepenthesin-1 (AHRD V1 **-- B6TE66_MAIZE); contains Interpro domain(s)  IPR001461  Peptidase A1 "	"AT1G09750"	NA	"chloroplast nucleoid DNA-binding protein-related; similar to aspartyl protease family protein [Arabidopsis thaliana] (TAIR:AT3G54400.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71208.1); contains InterPro domain Peptidase A1, pepsin; (InterPro:IPR001461); contains InterPro domain Peptidase aspartic, catalytic; (InterPro:IPR009007)"	65.28	432	3e-151	531	95.74944072
"Solyc03g025790.2.1"	2.35612776959113	5.5417163471653	0.000871561842292719	0.0198967361114392	"Metal ion binding protein (AHRD V1 **-* B6SL50_MAIZE); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein "	"AT3G48970"	NA	"copper-binding family protein; similar to copper chaperone (CCH)-related [Arabidopsis thaliana] (TAIR:AT2G18196.1); similar to copper-binding protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87580.1); similar to Os01g0758000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044299.1); similar to Os03g0120400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048788.1); contains InterPro domain ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter; (InterPro:IPR001757); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121)"	71.43	140	3e-39	157	98.57142857
"Solyc06g006040.1.1"	3.46516301766343	3.5458751430414	0.000876865440614832	0.0198983017300118	"Receptor like kinase, RLK"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g006620.2.1"	3.45320026658183	3.56971431816393	0.000876865440614832	0.0198983017300118	"Tir-nbs-lrr, resistance protein"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc07g065880.2.1"	3.42567975169133	3.45745481734556	0.000876865440614832	0.0198983017300118	"Kinesin (AHRD V1 *-*- Q5MNW6_GOSHI); contains Interpro domain(s)  IPR001752  Kinesin, motor region "	"AT3G44730"	"ATKP1"	"kinesin motor protein-related; similar to microtubule motor [Arabidopsis thaliana] (TAIR:AT2G47500.1); similar to ATK4 (ARABIDOPSIS THALIANA KINESIN 4), microtubule motor [Arabidopsis thaliana] (TAIR:AT5G27000.1); similar to Kinesin-4, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95490.1); similar to Calponin-like actin-binding; Kinesin, motor re (GB:ABE84966.1); similar to Calponin-like actin-binding; Kinesin, motor re (GB:ABE83078.1); contains InterPro domain Kinesin, motor region; (InterPro:IPR001752); contains InterPro domain Calponin-like actin-binding; (InterPro:IPR001715)"	55.83	1184	0	1118	88.31886346
"Solyc02g067250.1.1"	3.37540515811728	3.44360172916392	0.000876865440614832	0.0198983017300118	"Structural constituent of ribosome (AHRD V1 **-- D7LAI5_ARALY); contains Interpro domain(s)  IPR008195  Ribosomal protein L34e "	"AT5G15260"	NA	"structural constituent of ribosome; similar to structural constituent of ribosome [Arabidopsis thaliana] (TAIR:AT3G01170.1); similar to AT5g15260/F8M21_150 [Medicago truncatula] (GB:ABE80371.1); contains InterPro domain Ribosomal protein L34e; (InterPro:IPR008195)"	57.53	186	1e-51	199	80.73394495
"Solyc01g008970.2.1"	-1.92024370335808	9.18191860353872	0.000878885478382373	0.0199144184997401	"Heterogeneous nuclear ribonucleoprotein A3-like protein 2 (AHRD V1 *--- B6TV58_MAIZE); contains Interpro domain(s)  IPR000504  RNA recognition motif, RNP-1 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g121300.2.1"	2.88250765349304	4.27945098196108	0.000898332868639152	0.0202945808837885	"Myrosinase-binding protein 2 (AHRD V1 **-- D7KIN1_ARALY); contains Interpro domain(s)  IPR001229  Mannose-binding lectin "	"AT1G73040"	NA	"jacalin lectin family protein; similar to jacalin lectin family protein [Arabidopsis thaliana] (TAIR:AT1G19715.1); similar to jacalin-domain protein [Plantago major] (GB:CAJ38387.1); contains InterPro domain Jacalin-related lectin; (InterPro:IPR001229)"	55.68	176	3e-58	221	86.63366337
"Solyc06g083470.2.1"	2.69367820439463	4.29216970051915	0.000898332868639152	0.0202945808837885	"Tropinone reductase-like protein 16 (AHRD V1 **-- B2BXZ1_9BRAS); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase "	"AT5G06060"	NA	"tropinone reductase, putative / tropine dehydrogenase, putative; similar to tropinone reductase, putative / tropine dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G29290.1); similar to Tropinone reductase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95188.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"	64.43	253	1e-95	345	93.33333333
"Solyc04g079640.2.1"	3.13909332405205	3.74602372159697	0.000914299176147462	0.0205636163818728	"Cytochrome P450"	"AT4G31940"	"CYP82C4"	"member of CYP82C"	50.51	493	2e-145	513	92.5
"Solyc06g076940.2.1"	3.13467633053665	3.7280009576224	0.000914299176147462	0.0205636163818728	"NudC domain-containing protein 2 (AHRD V1 ***- B6T1R3_MAIZE); contains Interpro domain(s)  IPR017447  CS "	"AT5G58740"	NA	"nuclear movement family protein; similar to nuclear movement family protein [Arabidopsis thaliana] (TAIR:AT4G27890.1); similar to Os01g0668000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043813.1); similar to hypothetical protein [Plasmodium berghei strain ANKA] (GB:XP_678068.1); contains InterPro domain HSP20-like chaperone; (InterPro:IPR008978); contains InterPro domain CS; (InterPro:IPR007052)"	85.99	157	4e-81	296	98.11320755
"Solyc02g080520.2.1"	3.12996676936423	3.72333716617982	0.000914299176147462	0.0205636163818728	"Os04g0625000 protein (Fragment) (AHRD V1 *-*- Q0J9Y7_ORYSJ)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g095450.2.1"	3.866363352524	3.44880143155863	0.000918197685648213	0.0206207941101853	"GDSL esterase/lipase At4g01130 (AHRD V1 ***- GDL61_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL "	"AT4G01130"	NA	"acetylesterase, putative; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G26430.1); similar to lanatoside 15-O-acetylesterase [Di (GB:AAY41077.1); similar to lanatoside 15'-O-acetylesterase [Di (GB:CAA09694.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"	66.01	353	1e-134	476	92.32804233
"Solyc12g005040.1.1"	2.65167699980287	4.16641089457303	0.000920048271034521	0.0206318789274467	"Calcium-dependent protein kinase (AHRD V1 ***- Q9XER6_SOLTU); contains Interpro domain(s)  IPR011992  EF-Hand type "	"AT1G50700"	"CPK33"	"member of Calcium Dependent Protein Kinase"	73.79	103	2e-42	166	98.07692308
"Solyc02g092700.2.1"	2.49003849257973	4.86784802373518	0.00096422222614113	0.0215906255173045	"Ycf36 protein (AHRD V1 *-*- D4ZSA0_SPIPL); contains Interpro domain(s)  IPR009631  Protein of unknown function DUF1230 "	"AT5G67370"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G11840.1); similar to Protein of unknown function DUF1230 [Medicago truncatula] (GB:ABE85761.1); contains InterPro domain Protein of unknown function DUF1230; (InterPro:IPR009631)"	76.28	274	3e-108	388	87.5
"Solyc02g080220.2.1"	-2.88211182279883	3.33312104348395	0.000970588854358332	0.0216759919834254	"Pectinesterase (AHRD V1 ***- B9RXQ4_RICCO); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic "	"AT1G11580"	"ATPMEPCRA"	"pectin methylesterase, putative; similar to pectin methylesterase, putative [Arabidopsis thaliana] (TAIR:AT1G11590.1); similar to pectin methylesterase [Sesbania rostrata] (GB:CAD29733.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)"	58.35	557	0	633	98.72495446
"Solyc01g067510.2.1"	2.67551955792283	4.27912749634725	0.000970885986629353	0.0216759919834254	"Receptor-like kinase (AHRD V1 **** A7VM36_MARPO); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase "	"AT3G26700"	NA	"protein kinase family protein; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G79620.1); similar to Os05g0371600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055357.1); similar to Os01g0929200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045282.1); similar to nodulation receptor kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87254.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245)"	53	317	3e-88	322	83.6461126
"Solyc12g062600.1.1"	-2.17853045629691	4.04284555613497	0.000996733605753962	0.0222204365716763	"Photosystem I P700 chlorophyll a apoprotein A2 (AHRD V1 ***- D3WCZ9_XIMAM); contains Interpro domain(s)  IPR001280  Photosystem I psaA and psaB "	"ATCG00340"	"PSAB"	"Encodes the D1 subunit of photosystem I  and II reaction centers."	90.91	99	1e-47	184	98
"Solyc10g078320.1.1"	-2.07080670111182	4.61761224229319	0.00100372309488825	0.0223434933157846	"AAA family ATPase CDC48 subfamily (AHRD V1 *--- D7D9J0_STAHD); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core "	"AT3G56690"	"CIP111"	"encodes a protein similar to ATPases and binds to calmodulin in vitro. This is a single-copy gene and is expressed in all tissues examined."	54.98	1024	0	927	99.79757085
"Solyc01g102310.2.1"	2.17646420265741	7.64743909801901	0.00101319966878744	0.0223751237846752	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g111380.2.1"	5.45969369736369	2.83511194819488	0.00101397397314136	0.0223751237846752	"Actin depolymerizing factor 5 (AHRD V1 **** A1XJ48_GOSHI); contains Interpro domain(s)  IPR002108  Actin-binding, cofilin/tropomyosin type "	"AT2G16700"	"ADF5"	"Encodes actin depolymerizing factor 5 (ADF5)."	81.82	143	3e-66	246	98.61111111
"Solyc06g063300.2.1"	5.43618709769043	2.82103824183933	0.00101397397314136	0.0223751237846752	"Kelch-domain-containing protein (AHRD V1 *--- C5FLF8_NANOT); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g035920.2.1"	5.43034710331712	3.14600822362396	0.00101397397314136	0.0223751237846752	"Remorin 1 (AHRD V1 ***- Q9XEX8_SOLLC); contains Interpro domain(s)  IPR005516  Remorin, C-terminal region "	"AT3G48940"	NA	"remorin family protein; similar to remorin family protein [Arabidopsis thaliana] (TAIR:AT5G23750.1); similar to Remorin (pp34) (GB:P93788); contains InterPro domain Remorin, N-terminal region; (InterPro:IPR005518); contains InterPro domain Remorin, C-terminal region; (InterPro:IPR005516)"	62.03	187	8e-39	156	98.92473118
"Solyc12g042580.1.1"	5.42602704191248	2.81235635352949	0.00101397397314136	0.0223751237846752	"Blue copper-like protein (AHRD V1 *-*- B8Y8A0_GOSHI); contains Interpro domain(s)  IPR003245  Plastocyanin-like "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g066580.2.1"	5.42067759007149	2.80854574294294	0.00101397397314136	0.0223751237846752	"BHLH transcription factor-like protein (AHRD V1 *-** Q5ZAK6_ORYSJ); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc02g065380.2.1"	2.56073297884555	4.80548276724774	0.00104098129643456	0.0229377965666537	"Cold acclimation protein COR413-like (AHRD V1 ***- A6YDU6_LOLTE); contains Interpro domain(s)  IPR008892  Cold acclimation WCOR413 "	"AT3G50830"	"ATCOR413-PM2"	"cold acclimation protein WCOR413-like protein beta form. Transcript is not detectable."	75.37	203	1e-87	319	99.01477833
"Solyc02g070980.1.1"	2.20011918135796	7.0918588655793	0.00105672587196787	0.0232510277241671	"Chlorophyll a/b binding protein (AHRD V1 **** Q41422_SOLTU); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein "	"AT1G29930"	"AB140"	"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center."	88.85	260	8e-128	452	96.61654135
"Solyc03g116740.2.1"	2.21712106476881	6.24105252337786	0.00107293734317067	0.0235736117999521	"Genomic DNA chromosome 3 P1 clone MSJ11 (AHRD V1 ***- Q9LVZ7_ARATH)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc10g080870.2.1"	-2.23731640632893	4.34305666592914	0.00107704764191715	0.0236297725075157	"Cytochrome P450"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g046130.2.1"	3.86818391377465	3.24038930354906	0.00108738963218011	0.0237538390340034	"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR009606  Protein of unknown function DUF1218 "	"AT2G32280"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G21310.1); similar to Os07g0545100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059913.1); similar to Os05g0435100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055641.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAT47054.1); contains InterPro domain Protein of unknown function DUF1218; (InterPro:IPR009606)"	58.97	156	1e-44	175	96.25
"Solyc11g066050.1.1"	3.8310737612645	3.2606248082909	0.00108738963218011	0.0237538390340034	"Dof zinc finger protein (AHRD V1 ***- Q9M4G1_SOLTU); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc08g063090.2.1"	3.82297284575963	3.44538010321954	0.00108738963218011	0.0237538390340034	"Delta-6-desaturase (AHRD V1 **** D3YN48_9ERIC); contains Interpro domain(s)  IPR012171  Fatty acid/sphingolipid desaturase "	"AT2G46210"	NA	"delta-8 sphingolipid desaturase, putative; similar to delta-8 sphingolipid desaturase (SLD1) [Arabidopsis thaliana] (TAIR:AT3G61580.1); similar to Fatty acid desaturase, putative [Medicago truncatula] (GB:ABE90798.1); similar to delta-8 sphingolipid desaturase [Brassica napus] (GB:CAA11857.1); similar to delta-8 sphingolipid desaturase [Helianthus annuus] (GB:CAA60621.1); contains InterPro domain Fatty acid desaturase/sphingolipid desaturase; (InterPro:IPR012171); contains InterPro domain Fatty acid desaturase; (InterPro:IPR005804); contains InterPro domain Cytochrome b5; (InterPro:IPR001199); contains InterPro domain Fatty acid desaturase subdomain; (InterPro:IPR010257)"	62.36	449	5e-172	600	99.50738916
"Solyc09g059140.1.1"	-2.25428496465749	4.22032699659099	0.00110963576104141	0.0242050245493165	"NBS-LRR resistance protein (AHRD V1 ***- B6E013_SOLBU)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g100340.2.1"	-2.16674901056876	3.8432202844545	0.00112767523655258	0.0245632869578016	"Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KIZ3_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat "	"AT1G09190"	NA	"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G56310.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE84263.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990); contains InterPro domain Ppx/GppA phosphatase; (InterPro:IPR003695)"	58.79	478	3e-159	558	98.1443299
"Solyc10g074350.1.1"	-2.14457652001884	4.73673358305484	0.00112972162503232	0.0245726574921194	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g082630.2.1"	2.49107194498408	4.72516011213815	0.00113458660300745	0.0246396714568038	"Acireductone dioxygenase (AHRD V1 **** Q08G57_PLAMJ); contains Interpro domain(s)  IPR004313  Acireductone dioxygenase, ARD "	"AT5G43850"	"ARD4"	"ATARD4; acireductone dioxygenase (Fe2+-requiring)/ metal ion binding; Identical to 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 4 (EC 1.13.-.-) (Aci-reductone dioxygenase 4) (ARD4) [Arabidopsis Thaliana] (GB:Q8H185;GB:Q8LCE2;GB:Q9FG79); similar to ATARD2, metal ion binding [Arabidopsis thaliana] (TAIR:AT4G14710.2); similar to ARD-like protein [Brassica juncea] (GB:AAR03591.1); contains InterPro domain Cupin, RmlC-type; (InterPro:IPR011051); contains InterPro domain Cupin region; (InterPro:IPR007113); contains InterPro domain Acireductone dioxygenase, ARD; (InterPro:IPR004313)"	75.66	189	1e-84	308	98.94736842
"Solyc05g051660.1.1"	2.53962907128251	4.27064344747437	0.00113604378395287	0.0246396714568038	"Gibberellin receptor GID1L2 (AHRD V1 **-- B6T2M3_MAIZE); contains Interpro domain(s)  IPR013094  Alpha/beta hydrolase fold-3 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc12g056530.1.1"	3.34293557470313	3.51818608687603	0.00116094505246508	0.0251438868627907	"Fructose-1 6-bisphosphatase class 1 (AHRD V1 ***- B8J024_DESDA); contains Interpro domain(s)  IPR000146  Fructose-1,6-bisphosphatase "	"AT1G43670"	NA	"fructose-1,6-bisphosphatase, putative / D-fructose-1,6-bisphosphate 1-phosphohydrolase, putative / FBPase, putative; Identical to Fructose-1,6-bisphosphatase, cytosolic (EC 3.1.3.11) (D-fructose-1,6- bisphosphate 1-phosphohydrolase) (FBPase) [Arabidopsis Thaliana] (GB:Q9MA79); similar to fructose-1,6-bisphosphatase, putative / D-fructose-1,6-bisphosphate 1-phosphohydrolase, putative / FBPase, putative [Arabidopsis thaliana] (TAIR:AT3G54050.1); similar to fructose 1,6-bisphosphatase [Brassica rapa subsp. pekinensis] (GB:AAZ86538.1); similar to Fructose-1,6-bisphosphatase, cytosolic (D-fructose-1,6-bisphosphate 1-phosphohydrolase) (FBPase) (GB:P46267); contains InterPro domain Inositol phosphatase/fructose-1,6-bisphosphatase; (InterPro:IPR000146)"	88.79	339	2e-173	604	99.1202346
"Solyc06g066770.1.1"	2.39641390946426	4.86903787445841	0.00116272764295669	0.0251466729495213	"Kelch repeat-containing F-box family protein (AHRD V1 ***- D7KDI0_ARALY); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g069730.2.1"	2.19852601786	6.2559881411459	0.00116947214006232	0.025256611388505	"Chlorophyll a-b binding protein 4, chloroplastic (AHRD V1 ***- CA4_ARATH); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein "	"AT3G47470"	"CAB4"	"Encodes a chlorophyll a/b-binding protein that is more similar to the PSI Cab proteins than the PSII cab proteins. The predicted protein is about 20 amino acids shorter than most known Cab proteins."	84.46	251	6e-125	443	98.80478088
"Solyc00g195360.1.1"	-2.05383941531172	5.27535389542591	0.00117497593424786	0.0253394809990135	"Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 **-- PPP7L_ARATH); contains Interpro domain(s)  IPR019557  Aminotransferase-like, plant mobile domain "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g018250.1.1"	-2.38649432835427	3.63547109478558	0.00117838343259553	0.0253769712594651	"DNA-directed RNA polymerase subunit beta&apos&apos (AHRD V1 ***- A9XW65_CORFO)"	"ATCG00170"	"RPOC2"	"RNA polymerase beta' subunit-2"	64.44	90	4e-26	112	94.66666667
"Solyc06g019170.2.1"	2.25676852234639	5.85211608948422	0.00118015623472619	0.0253792014042108	"Gamma-glutamyl phosphate reductase (AHRD V1 ***- D3TQ43_GLOMM); contains Interpro domain(s)  IPR005766  Delta l-pyrroline-5-carboxylate synthetase "	"AT2G39800"	"ATP5CS"	"encodes a delta1-pyrroline-5-carboxylate synthase that catalyzes the rate-limiting enzyme in the biosynthesis of proline. Gene is expressed in reproductive organs and tissues under non-stress conditions but in the whole plant under water-limiting condition. Expression is also induced by abscisic acid and salt stress in a light-dependent manner."	76.71	717	0	1018	99.72144847
"Solyc00g006470.1.1"	-1.86195074738888	11.0151951926646	0.00118739071091483	0.0254987123852388	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc10g008510.1.1"	-2.05783892270179	5.20487899306937	0.00119420548846641	0.0256088861024587	"Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KCG2_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat "	"AT1G03560"	NA	"pentatricopeptide (PPR) repeat-containing protein; similar to EMB2745 (EMBRYO DEFECTIVE 2745), binding [Arabidopsis thaliana] (TAIR:AT5G39710.1); similar to putative fertility restorer homologue [Oryza sativa (japonica cultivar-group)] (GB:BAC83297.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"	71.33	607	0	922	84.97191011
"Solyc05g006900.1.1"	-2.10917070130017	4.40872112873793	0.00119921880425114	0.025680172816668	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g072110.1.1"	2.50337604773392	4.77296117557147	0.00120370894170213	0.02570391959219	"1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE-like protein (AHRD V1 **-- Q94CL5_ARATH); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g008460.2.1"	2.49565573184814	4.65454767580158	0.00120370894170213	0.02570391959219	"Ras-related protein Rab-18 (AHRD V1 ***- B6TSE5_MAIZE); contains Interpro domain(s)  IPR015598  Rab18 "	"AT5G03530"	"ATRAB"	"ATRAB ALPHA (Arabidopsis Rab GTPase homolog C2a); GTP binding; similar to AtRABC2b/AtRab18C (Arabidopsis Rab GTPase homolog C2b), GTP binding [Arabidopsis thaliana] (TAIR:AT3G09910.1); similar to RAB1X [Lotus japonicus] (GB:CAA98163.1); contains InterPro domain Small GTP-binding protein domain; (InterPro:IPR005225); contains InterPro domain Ras small GTPase, Rab type; (InterPro:IPR003579); contains InterPro domain Sigma-54 factor, interaction region; (InterPro:IPR002078); contains InterPro domain Ras GTPase; (InterPro:IPR001806); contains InterPro domain Ras; (InterPro:IPR013753)"	78.7	216	3e-93	337	99.07834101
"Solyc01g073740.2.1"	-1.93729208666928	6.52865611271131	0.00121563255324938	0.0259055301992	"Citrate synthase (AHRD V1 ***- O24135_TOBAC); contains Interpro domain(s)  IPR010109  Citrate synthase, eukaryotic "	"AT2G44350"	"ATCS"	"encodes a mitochrondrion targeted citrate synthase, the first enzyme of the tricarboxylic acid cycle, catalyzing the condensation of acetyl-CoA and oxaloacetate, finally yielding citrate and CoA."	82.7	474	0	759	99.57894737
"Solyc09g011170.2.1"	2.23239009891041	6.24298986219293	0.00121655804802873	0.0259055301992	"Uncharacterized basic helix-loop-helix protein At1g06150 (AHRD V1 *--- Y1615_ARATH); contains Interpro domain(s)  IPR001092  Basic helix-loop-helix dimerisation region bHLH "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g113090.2.1"	2.50598317557268	4.59622745181833	0.00125080140607308	0.026560313656334	"Genomic DNA chromosome 5 TAC clone K19B1 (AHRD V1 ***- Q9FJJ1_ARATH)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g075970.2.1"	2.44732560445436	4.66966891021555	0.00125080140607308	0.026560313656334	"CRAL/TRIO domain containing protein expressed (AHRD V1 **-- Q10PW5_ORYSJ); contains Interpro domain(s)  IPR001251  Cellular retinaldehyde-binding/triple function, C-terminal "	"AT1G05370"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G22410.1); similar to Cellular retinaldehyde-binding/triple function, N-terminal [Medicago truncatula] (GB:ABE78877.1); similar to Os03g0219100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049398.1); similar to Os03g0724100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051120.1); contains InterPro domain Phosphatidylinositol transfer protein-like, N-terminal; (InterPro:IPR011074); contains InterPro domain Cellular retinaldehyde-binding/triple function, C-terminal; (InterPro:IPR001251)"	62.85	428	7e-134	474	99.52830189
"Solyc04g077720.1.1"	5.36937532904958	2.77328448624278	0.00126518273050217	0.0267164419924375	"Nucleobase ascorbate transporter (AHRD V1 **-* B9HJR9_POPTR); contains Interpro domain(s)  IPR006043  Xanthine/uracil/vitamin C permease "	"AT1G65550"	NA	"xanthine/uracil permease family protein; Identical to Putative nucleobase-ascorbate transporter 10 (AtNAT10) (NAT10) [Arabidopsis Thaliana] (GB:O04472); similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT5G25420.1); similar to root uracil permease 1 [Oryza sativa (japonica cultivar-group)] (GB:CAJ84113.1); similar to Os02g0741800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048084.1); contains InterPro domain Xanthine/uracil/vitamin C permease; (InterPro:IPR006043)"	55.82	335	1e-104	376	92.57142857
"Solyc04g008090.2.1"	5.36698044038622	2.85192666133698	0.00126518273050217	0.0267164419924375	"Zinc-binding protein (AHRD V1 **-* Q948W7_PEA); contains Interpro domain(s)  IPR006734  Protein of unknown function DUF597 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g015980.2.1"	5.34835912029528	2.84037956154571	0.00126518273050217	0.0267164419924375	"Receptor like kinase, RLK"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g051170.2.1"	5.34527244664203	2.7593767263887	0.00126518273050217	0.0267164419924375	"RNA-dependent RNA polymerase family protein (AHRD V1 ***- D7L6F2_ARALY); contains Interpro domain(s)  IPR007855  RNA-dependent RNA polymerase, eukaryotic-type "	"AT2G19930"	NA	"RNA-dependent RNA polymerase family protein; similar to RNA-dependent RNA polymerase family protein [Arabidopsis thaliana] (TAIR:AT2G19920.1); similar to RNA-dependent RNA polymerase family protein [Arabidopsis thaliana] (TAIR:AT2G19910.1); similar to Os01g0198000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042304.1); similar to RNA-directed RNA polymerase [Petunia x hybrida] (GB:CAA09896.1); similar to Os01g0197900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042303.1); contains InterPro domain RNA dependent RNA polymerase; (InterPro:IPR007855)"	51	549	6e-150	528	93.92361111
